Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
browserHelper.Payments.EnterPayment,Chrome 67.0.3396.87,,2018-06-23 17:14:09,2018-06-23 17:14:10,1.214s,PASSED
browserHelper.Payments.EnterPayment,Chrome 67.0.3396.87,,2018-06-23 17:14:10,2018-06-23 17:14:11,1.215s,PASSED
browserHelper.Payments.EnterPayment,Chrome 67.0.3396.87,,2018-06-23 17:14:11,2018-06-23 17:14:12,1.252s,PASSED
browserHelper.Payments.EnterPayment,Chrome 67.0.3396.87,,2018-06-23 17:14:12,2018-06-23 17:14:14,1.608s,PASSED
browserHelper.Payments.EnterPayment,Chrome 67.0.3396.87,,2018-06-23 17:14:14,2018-06-23 17:14:16,1.683s,PASSED
browserHelper.Payments.EnterPayment,Chrome 67.0.3396.87,,2018-06-23 17:14:16,2018-06-23 17:14:17,1.422s,PASSED
browserHelper.Payments.EnterPayment,Chrome 67.0.3396.87,,2018-06-23 17:14:17,2018-06-23 17:14:28,11.423s,PASSED
browserHelper.Payments.EnterPayment,Chrome 67.0.3396.87,,2018-06-23 17:14:28,2018-06-23 17:14:30,1.303s,PASSED
click,Chrome 67.0.3396.87,,2018-06-23 17:14:30,2018-06-23 17:14:30,0.175s,PASSED
waitForElementNotVisible,Chrome 67.0.3396.87,,2018-06-23 17:14:30,2018-06-23 17:14:33,3.454s,PASSED
click,Chrome 67.0.3396.87,,2018-06-23 17:14:33,2018-06-23 17:14:34,0.150s,PASSED
waitForElementVisible,Chrome 67.0.3396.87,,2018-06-23 17:14:34,2018-06-23 17:14:39,5.196s,PASSED
verifyElementText,Chrome 67.0.3396.87,,2018-06-23 17:14:39,2018-06-23 17:14:43,4.306s,PASSED
